"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions (TL2)","AU7","Northern Territory","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,4.27,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","DOC","Active Physicians (number)","ALL","All regions","2001","2001",,,"0","Units",,,1131,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2001","2001",,,"0","Units",,,3.52,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","DOC","Active Physicians (number)","ALL","All regions","2002","2002",,,"0","Units",,,1221,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2002","2002",,,"0","Units",,,3.76,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","DOC","Active Physicians (number)","ALL","All regions","2003","2003",,,"0","Units",,,1204,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2003","2003",,,"0","Units",,,3.68,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","DOC","Active Physicians (number)","ALL","All regions","2004","2004",,,"0","Units",,,1283,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2004","2004",,,"0","Units",,,3.9,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","DOC","Active Physicians (number)","ALL","All regions","2005","2005",,,"0","Units",,,1363,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2005","2005",,,"0","Units",,,4.11,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","DOC","Active Physicians (number)","ALL","All regions","2006","2006",,,"0","Units",,,1340,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2006","2006",,,"0","Units",,,4,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","DOC","Active Physicians (number)","ALL","All regions","2007","2007",,,"0","Units",,,1442,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2007","2007",,,"0","Units",,,4.21,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","DOC","Active Physicians (number)","ALL","All regions","2008","2008",,,"0","Units",,,1559,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2008","2008",,,"0","Units",,,4.48,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","DOC","Active Physicians (number)","ALL","All regions","2009","2009",,,"0","Units",,,1670,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2009","2009",,,"0","Units",,,4.71,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","DOC","Active Physicians (number)","ALL","All regions","2010","2010",,,"0","Units",,,1497,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2010","2010",,,"0","Units",,,4.14,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","DOC","Active Physicians (number)","ALL","All regions","2011","2011",,,"0","Units",,,1565,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2011","2011",,,"0","Units",,,4.25,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","DOC","Active Physicians (number)","ALL","All regions","2012","2012",,,"0","Units",,,1569,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,4.17,,
"1","Country","AUT","Austria","DOC","Active Physicians (number)","ALL","All regions","2001","2001",,,"0","Units",,,31859,,
"1","Country","AUT","Austria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2001","2001",,,"0","Units",,,3.96,,
"1","Country","AUT","Austria","DOC","Active Physicians (number)","ALL","All regions","2002","2002",,,"0","Units",,,32575,,
"1","Country","AUT","Austria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2002","2002",,,"0","Units",,,4.03,,
"1","Country","AUT","Austria","DOC","Active Physicians (number)","ALL","All regions","2003","2003",,,"0","Units",,,33410,,
"1","Country","AUT","Austria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2003","2003",,,"0","Units",,,4.11,,
"1","Country","AUT","Austria","DOC","Active Physicians (number)","ALL","All regions","2004","2004",,,"0","Units",,,34334,,
"1","Country","AUT","Austria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2004","2004",,,"0","Units",,,4.2,,
"1","Country","AUT","Austria","DOC","Active Physicians (number)","ALL","All regions","2005","2005",,,"0","Units",,,35518,,
"1","Country","AUT","Austria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2005","2005",,,"0","Units",,,4.32,,
"1","Country","AUT","Austria","DOC","Active Physicians (number)","ALL","All regions","2006","2006",,,"0","Units",,,36792,,
"1","Country","AUT","Austria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2006","2006",,,"0","Units",,,4.45,,
"1","Country","AUT","Austria","DOC","Active Physicians (number)","ALL","All regions","2007","2007",,,"0","Units",,,37643,,
"1","Country","AUT","Austria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2007","2007",,,"0","Units",,,4.54,,
"1","Country","AUT","Austria","DOC","Active Physicians (number)","ALL","All regions","2008","2008",,,"0","Units",,,38313,,
"1","Country","AUT","Austria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2008","2008",,,"0","Units",,,4.6,,
"1","Country","AUT","Austria","DOC","Active Physicians (number)","ALL","All regions","2009","2009",,,"0","Units",,,39123,,
"1","Country","AUT","Austria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2009","2009",,,"0","Units",,,4.69,,
"1","Country","AUT","Austria","DOC","Active Physicians (number)","ALL","All regions","2010","2010",,,"0","Units",,,40105,,
"1","Country","AUT","Austria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2010","2010",,,"0","Units",,,4.8,,
"1","Country","AUT","Austria","DOC","Active Physicians (number)","ALL","All regions","2011","2011",,,"0","Units",,,40634,,
"1","Country","AUT","Austria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2011","2011",,,"0","Units",,,4.84,,
"1","Country","AUT","Austria","DOC","Active Physicians (number)","ALL","All regions","2012","2012",,,"0","Units",,,41268,,
"1","Country","AUT","Austria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,4.9,,
"2","Large regions (TL2)","AT11","Burgenland","DOC","Active Physicians (number)","ALL","All regions","2001","2001",,,"0","Units",,,751,,
"2","Large regions (TL2)","AT11","Burgenland","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2001","2001",,,"0","Units",,,2.72,,
"2","Large regions (TL2)","AT11","Burgenland","DOC","Active Physicians (number)","ALL","All regions","2002","2002",,,"0","Units",,,777,,
"2","Large regions (TL2)","AT11","Burgenland","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2002","2002",,,"0","Units",,,2.81,,
"2","Large regions (TL2)","AT11","Burgenland","DOC","Active Physicians (number)","ALL","All regions","2003","2003",,,"0","Units",,,802,,
"2","Large regions (TL2)","AT11","Burgenland","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2003","2003",,,"0","Units",,,2.9,,
"2","Large regions (TL2)","AT11","Burgenland","DOC","Active Physicians (number)","ALL","All regions","2004","2004",,,"0","Units",,,808,,
"2","Large regions (TL2)","AT11","Burgenland","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2004","2004",,,"0","Units",,,2.91,,
"2","Large regions (TL2)","AT11","Burgenland","DOC","Active Physicians (number)","ALL","All regions","2005","2005",,,"0","Units",,,852,,
"2","Large regions (TL2)","AT11","Burgenland","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2005","2005",,,"0","Units",,,3.06,,
"2","Large regions (TL2)","AT11","Burgenland","DOC","Active Physicians (number)","ALL","All regions","2006","2006",,,"0","Units",,,871,,
"2","Large regions (TL2)","AT11","Burgenland","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2006","2006",,,"0","Units",,,3.12,,
"2","Large regions (TL2)","AT11","Burgenland","DOC","Active Physicians (number)","ALL","All regions","2007","2007",,,"0","Units",,,901,,
"2","Large regions (TL2)","AT11","Burgenland","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2007","2007",,,"0","Units",,,3.21,,
"2","Large regions (TL2)","AT11","Burgenland","DOC","Active Physicians (number)","ALL","All regions","2008","2008",,,"0","Units",,,926,,
"2","Large regions (TL2)","AT11","Burgenland","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2008","2008",,,"0","Units",,,3.29,,
"2","Large regions (TL2)","AT11","Burgenland","DOC","Active Physicians (number)","ALL","All regions","2009","2009",,,"0","Units",,,962,,
"2","Large regions (TL2)","AT11","Burgenland","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2009","2009",,,"0","Units",,,3.4,,
"2","Large regions (TL2)","AT11","Burgenland","DOC","Active Physicians (number)","ALL","All regions","2010","2010",,,"0","Units",,,1001,,
"2","Large regions (TL2)","AT11","Burgenland","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2010","2010",,,"0","Units",,,3.52,,
"2","Large regions (TL2)","AT11","Burgenland","DOC","Active Physicians (number)","ALL","All regions","2011","2011",,,"0","Units",,,1039,,
"2","Large regions (TL2)","AT11","Burgenland","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2011","2011",,,"0","Units",,,3.64,,
"2","Large regions (TL2)","AT11","Burgenland","DOC","Active Physicians (number)","ALL","All regions","2012","2012",,,"0","Units",,,1072,,
"2","Large regions (TL2)","AT11","Burgenland","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,3.75,,
"2","Large regions (TL2)","AT12","Lower Austria","DOC","Active Physicians (number)","ALL","All regions","2001","2001",,,"0","Units",,,5088,,
"2","Large regions (TL2)","AT12","Lower Austria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2001","2001",,,"0","Units",,,3.3,,
"2","Large regions (TL2)","AT12","Lower Austria","DOC","Active Physicians (number)","ALL","All regions","2002","2002",,,"0","Units",,,5319,,
"2","Large regions (TL2)","AT12","Lower Austria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2002","2002",,,"0","Units",,,3.44,,
"2","Large regions (TL2)","AT12","Lower Austria","DOC","Active Physicians (number)","ALL","All regions","2003","2003",,,"0","Units",,,5501,,
"2","Large regions (TL2)","AT12","Lower Austria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2003","2003",,,"0","Units",,,3.54,,
"2","Large regions (TL2)","AT12","Lower Austria","DOC","Active Physicians (number)","ALL","All regions","2004","2004",,,"0","Units",,,5764,,
"2","Large regions (TL2)","AT12","Lower Austria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2004","2004",,,"0","Units",,,3.69,,
"2","Large regions (TL2)","AT12","Lower Austria","DOC","Active Physicians (number)","ALL","All regions","2005","2005",,,"0","Units",,,5970,,
"2","Large regions (TL2)","AT12","Lower Austria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2005","2005",,,"0","Units",,,3.79,,
"2","Large regions (TL2)","AT12","Lower Austria","DOC","Active Physicians (number)","ALL","All regions","2006","2006",,,"0","Units",,,6158,,
"2","Large regions (TL2)","AT12","Lower Austria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2006","2006",,,"0","Units",,,3.89,,
"2","Large regions (TL2)","AT12","Lower Austria","DOC","Active Physicians (number)","ALL","All regions","2007","2007",,,"0","Units",,,6303,,
"2","Large regions (TL2)","AT12","Lower Austria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2007","2007",,,"0","Units",,,3.96,,
"2","Large regions (TL2)","AT12","Lower Austria","DOC","Active Physicians (number)","ALL","All regions","2008","2008",,,"0","Units",,,6582,,
"2","Large regions (TL2)","AT12","Lower Austria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2008","2008",,,"0","Units",,,4.12,,
"2","Large regions (TL2)","AT12","Lower Austria","DOC","Active Physicians (number)","ALL","All regions","2009","2009",,,"0","Units",,,6728,,
"2","Large regions (TL2)","AT12","Lower Austria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2009","2009",,,"0","Units",,,4.19,,
"2","Large regions (TL2)","AT12","Lower Austria","DOC","Active Physicians (number)","ALL","All regions","2010","2010",,,"0","Units",,,6904,,
"2","Large regions (TL2)","AT12","Lower Austria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2010","2010",,,"0","Units",,,4.29,,
"2","Large regions (TL2)","AT12","Lower Austria","DOC","Active Physicians (number)","ALL","All regions","2011","2011",,,"0","Units",,,7059,,
"2","Large regions (TL2)","AT12","Lower Austria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2011","2011",,,"0","Units",,,4.38,,
"2","Large regions (TL2)","AT12","Lower Austria","DOC","Active Physicians (number)","ALL","All regions","2012","2012",,,"0","Units",,,7188,,
"2","Large regions (TL2)","AT12","Lower Austria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,4.45,,
"2","Large regions (TL2)","AT13","Vienna","DOC","Active Physicians (number)","ALL","All regions","2001","2001",,,"0","Units",,,9615,,
"2","Large regions (TL2)","AT13","Vienna","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2001","2001",,,"0","Units",,,6.15,,
"2","Large regions (TL2)","AT13","Vienna","DOC","Active Physicians (number)","ALL","All regions","2002","2002",,,"0","Units",,,9699,,
"2","Large regions (TL2)","AT13","Vienna","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2002","2002",,,"0","Units",,,6.13,,
